iter	RMSE
1509	0.7096068996
1510	0.7096008628
1511	0.7095947034
1512	0.7095919999
1513	0.7095872246
1514	0.7095828079
1515	0.7095771878
1516	0.7095706678
1517	0.7095679755
1518	0.7095656483
1519	0.7095604947
1520	0.709558481
1521	0.7095519298
1522	0.7095443395
1523	0.7095401014
1524	0.7095360457
1525	0.7095282416
1526	0.7095234132
1527	0.7095201299
1528	0.7095175275
1529	0.7095147791
1530	0.7095094972
1531	0.7095033716
1532	0.7095000349
1533	0.7094917542
1534	0.7094843568
1535	0.7094813942
1536	0.7094780463
1537	0.7094691
1538	0.7094619942
1539	0.7094572874
1540	0.7094487314
1541	0.7094418938
1542	0.7094346215
1543	0.7094283897
1544	0.7094226085
1545	0.7094140462
1546	0.7094109614
1547	0.7094049511
1548	0.7094021256
1549	0.7093980194
1550	0.7093961369
1551	0.7093901036
1552	0.7093822435
1553	0.7093745783
1554	0.7093723115
1555	0.7093633354
1556	0.7093592892
1557	0.7093514633
1558	0.7093448178
1559	0.7093400314
1560	0.7093361354
1561	0.7093320055
1562	0.709326993
1563	0.70932153
1564	0.7093191819
1565	0.7093166504
1566	0.7093120016
1567	0.7093051772
1568	0.7093019527
1569	0.7092974645
1570	0.7092911355
1571	0.7092881823
1572	0.7092823313
1573	0.7092804164
1574	0.7092762625
1575	0.709269782
1576	0.7092654372
1577	0.7092602902
1578	0.7092527312
1579	0.7092469686
1580	0.7092405919
1581	0.7092367302
1582	0.7092330545
1583	0.7092283843
1584	0.7092187782
1585	0.7092103967
1586	0.7092075156
1587	0.7092016714
1588	0.7091986272
1589	0.7091951994
1590	0.7091896486
1591	0.7091830859
1592	0.7091786277
1593	0.7091729517
1594	0.7091679747
1595	0.7091610698
1596	0.7091579929
1597	0.7091503121
1598	0.7091477096
1599	0.7091441494
