iter	RMSE
1510	0.7014028421
1511	0.7013855627
1512	0.7013652474
1513	0.7013502799
1514	0.7013361071
1515	0.7013191501
1516	0.7013024743
1517	0.7012882595
1518	0.7012775315
1519	0.7012599884
1520	0.7012437163
1521	0.7012252204
1522	0.7012079821
1523	0.701194707
1524	0.7011769505
1525	0.7011631953
1526	0.7011457088
1527	0.7011310545
1528	0.7011068678
1529	0.7010941056
1530	0.7010822196
1531	0.7010612438
1532	0.701049295
1533	0.7010307417
1534	0.7010085043
1535	0.7009882238
1536	0.7009675888
1537	0.7009491617
1538	0.7009349388
1539	0.7009173831
1540	0.7008966681
1541	0.7008774992
1542	0.7008615236
1543	0.7008422471
1544	0.7008221023
1545	0.7008036508
1546	0.7007870326
1547	0.7007735952
1548	0.7007553983
1549	0.7007446399
1550	0.7007240523
1551	0.7007096795
1552	0.7006931065
1553	0.7006711975
1554	0.700656074
1555	0.7006376631
1556	0.7006224339
1557	0.700610469
1558	0.7005981221
1559	0.700585093
1560	0.7005599949
1561	0.7005481384
1562	0.7005327531
1563	0.7005207278
1564	0.7004999823
1565	0.7004845305
1566	0.7004710893
1567	0.7004504837
1568	0.7004402436
1569	0.7004259065
1570	0.700408482
1571	0.7003900209
1572	0.700368354
1573	0.7003551456
1574	0.7003379068
1575	0.7003236129
1576	0.7003049247
1577	0.7002845987
1578	0.7002687523
1579	0.7002481015
1580	0.7002288351
1581	0.7002146234
1582	0.7001955821
1583	0.7001805534
1584	0.7001662369
1585	0.7001488392
1586	0.7001377256
1587	0.7001237991
1588	0.7001128393
1589	0.7000939626
1590	0.7000798484
1591	0.7000580129
1592	0.7000431664
1593	0.7000313843
1594	0.7000148259
1595	0.6999994095
1596	0.6999771967
1597	0.6999565637
1598	0.6999380511
1599	0.6999247242
